ASV,size,cutoff,phylum_name,class_name,order_name,family_name,genus_name,species_name,phylum_score,class_score,order_score,family_score,genus_score,species_score
uniq147017,16,+,Streptophyta,NA,Ericales,Balsaminaceae,Impatiens,Veronica peduncularis,0.93,0.66,0.2,0.15,0.15,0.04
uniq147014,16,+,Streptophyta,NA,Porellales,Lejeuneaceae,Silene,Leptolejeunea schiffneri,0.97,0.4,0.17,0.16,0.05,0.04
uniq147138,16,+,Streptophyta,NA,Fabales,Fabaceae,Azolla,Azolla caroliniana,0.99,0.71,0.2,0.2,0.04,0.04
uniq146986,16,+,Streptophyta,NA,Fabales,Fabaceae,Aeschynomene,Aeschynomene martii,1,0.96,0.96,0.96,0.96,0.48
uniq146930,16,+,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,NA,NA,1,0.61,0.61,0.61,0.45,0.45
uniq147040,16,+,Streptophyta,NA,Fabales,Fabaceae,Caulerpa,Nitella spiciformis,0.89,0.5,0.12,0.12,0.1,0.03
uniq146960,16,+,Streptophyta,NA,Dipsacales,Caprifoliaceae,Lonicera,NA,1,0.95,0.95,0.95,0.83,0.62
uniq147719,16,+,Streptophyta,NA,Charales,Characeae,Nitella,Riccia huebeneriana,0.92,0.32,0.12,0.12,0.12,0.07
uniq147673,16,+,Streptophyta,NA,Asparagales,Salviniaceae,Azolla,Azolla caroliniana,0.95,0.46,0.13,0.13,0.13,0.12
uniq147760,16,+,Streptophyta,NA,Bryopsidales,Caulerpaceae,Caulerpa,NA,0.71,0.3,0.24,0.24,0.24,0.08
uniq146934,16,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Croton,Croton morifolius,1,1,1,1,1,0.64
uniq147004,16,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum manabiense,1,1,0.94,0.94,0.81,0.22
uniq146827,16,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia bemarahaensis,1,0.9,0.73,0.69,0.49,0.18
uniq147363,16,+,Streptophyta,NA,Asparagales,Amaryllidaceae,Allium,NA,0.82,0.37,0.16,0.08,0.06,0.04
uniq147367,16,+,Streptophyta,NA,Porellales,Lejeuneaceae,Pogonatum,Pogonatum inflexum,0.98,0.32,0.22,0.19,0.08,0.05
uniq147106,16,+,Streptophyta,NA,Bryopsidales,Caulerpaceae,Caulerpa,Caulerpa peltata,0.75,0.35,0.2,0.2,0.2,0.06
uniq147770,16,+,Streptophyta,NA,Lamiales,Lamiaceae,Riccia,Riccia huebeneriana,0.91,0.49,0.13,0.09,0.06,0.06
uniq147702,16,+,Streptophyta,NA,Gentianales,Fabaceae,Cornus,Cornus officinalis,0.93,0.54,0.14,0.07,0.05,0.05
uniq147010,16,+,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Silene,Maireana eriosphaera,1,0.92,0.81,0.25,0.12,0.09
uniq147277,16,+,Streptophyta,NA,Fabales,Fabaceae,Isoetes,Girardinia diversifolia,1,0.44,0.1,0.1,0.08,0.07
uniq147094,16,+,Streptophyta,NA,Sapindales,Meliaceae,Cabralea,Cabralea canjerana,1,1,1,1,0.69,0.69
uniq147156,16,+,Streptophyta,NA,Boraginales,Heliotropiaceae,Heliotropium,NA,1,0.98,0.79,0.6,0.45,0.31
uniq147711,16,+,Streptophyta,NA,Fabales,Fabaceae,Lennea,Vigna oblongifolia,0.89,0.56,0.15,0.15,0.06,0.06
uniq147924,16,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.89,0.33,0.1,0.1,0.1,0.06
uniq147571,16,+,Streptophyta,NA,Asparagales,Fabaceae,Begonia,Begonia lagunensis,0.89,0.45,0.1,0.07,0.03,0.03
uniq147157,16,+,Streptophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,NA,0.69,0.26,0.16,0.16,0.13,0.1
uniq147446,16,+,Streptophyta,NA,Rosales,Moraceae,Pleione,NA,1,0.8,0.22,0.21,0.14,0.14
uniq147027,16,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba belizensis,1,1,1,0.98,0.98,0.53
uniq148061,16,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia lamellosa,0.96,0.29,0.12,0.12,0.07,0.04
uniq147104,16,+,Streptophyta,NA,Rosales,Cannabaceae,Celtis,Celtis occidentalis,1,0.62,0.62,0.62,0.62,0.29
uniq147039,16,+,Streptophyta,NA,Fagales,Fagaceae,Quercus,Quercus miquihuanensis,1,1,1,1,0.99,0.61
uniq147322,16,+,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Marsdenia,Marsdenia tubularis,1,0.86,0.86,0.86,0.85,0.31
uniq147098,16,+,Streptophyta,NA,Sapindales,Sapindaceae,Thouinia,Thouinia paucidentata,1,0.99,0.99,0.99,0.98,0.96
uniq147563,16,+,Streptophyta,NA,Asterales,Asteraceae,Tehuana,Tehuana calzadae,1,1,1,1,1,1
uniq147582,16,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Sechiopsis,Sechiopsis tetraptera,1,1,1,1,0.91,0.9
uniq148602,16,+,Streptophyta,NA,Asparagales,Lejeuneaceae,Lejeunea,Scleropodium touretii,0.97,0.41,0.13,0.11,0.06,0.03
uniq147485,16,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum parcistrigosum,1,0.96,0.9,0.9,0.43,0.1
uniq147538,16,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Hebanthe,Hebanthe occidentalis,1,0.99,0.99,0.99,0.92,0.71
uniq148210,16,+,Streptophyta,NA,Fabales,Fabaceae,Nitella,Nitella gracillima,0.96,0.49,0.17,0.17,0.06,0.04
uniq148871,16,+,Streptophyta,NA,Porellales,Frullaniaceae,Frullania,Riccia huebeneriana,0.94,0.43,0.1,0.06,0.06,0.04
uniq147540,16,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,1,0.98,0.98,0.59,0.17
uniq147463,16,+,Streptophyta,NA,Boraginales,Cordiaceae,Varronia,Varronia harleyi,1,1,1,1,0.86,0.65
uniq148305,16,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,0.98,0.35,0.12,0.12,0.05,0.05
uniq148533,16,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella rigida,0.97,0.56,0.09,0.09,0.09,0.03
uniq148736,16,+,Streptophyta,NA,Asparagales,Fabaceae,Nitella,Kniphofia sarmentosa,0.96,0.48,0.16,0.13,0.05,0.03
uniq147146,16,+,Streptophyta,NA,Solanales,Solanaceae,Physalis,Physalis aff. heterophylla MW-2004,1,0.91,0.91,0.91,0.89,0.16
uniq148573,16,+,Streptophyta,NA,Malpighiales,Phyllanthaceae,NA,NA,1,0.95,0.72,0.59,0.48,0.48
uniq147645,16,+,Streptophyta,NA,Myrtales,Combretaceae,Terminalia,Terminalia mantaly,1,1,0.99,0.99,0.99,0.44
uniq148135,16,+,Streptophyta,NA,Malpighiales,Malpighiaceae,Amorimia,Amorimia coriacea,1,0.88,0.78,0.77,0.63,0.19
uniq147805,16,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Alchornea,Alchornea discolor,1,0.99,0.97,0.96,0.96,0.49
uniq148750,16,+,Streptophyta,NA,Porellales,Lejeuneaceae,Bursera,Bursera bonetii,0.97,0.49,0.14,0.14,0.06,0.03
uniq148290,16,+,Streptophyta,NA,Asterales,Asteraceae,Microsteira,unknown Microsteira ,1,0.89,0.19,0.19,0.06,0.06
uniq148545,16,+,Streptophyta,NA,Myrtales,Combretaceae,Combretum,Combretum umbricola,1,0.93,0.73,0.73,0.62,0.22
uniq148747,16,+,Streptophyta,NA,Asparagales,Arecaceae,Riccia,Riccia huebeneriana,0.9,0.45,0.07,0.07,0.05,0.04
uniq148615,16,+,Streptophyta,NA,Fabales,Fabaceae,Nitella,Dumortiera hirsuta,0.93,0.55,0.09,0.08,0.04,0.02
uniq148979,16,+,Streptophyta,NA,Fabales,Caulerpaceae,Caulerpa,Caulerpa taxifolia,0.9,0.48,0.09,0.09,0.09,0.04
uniq149042,16,+,Streptophyta,NA,Asparagales,Fabaceae,Riccia,Riccia huebeneriana,0.99,0.35,0.1,0.1,0.07,0.06
uniq148814,16,+,Streptophyta,NA,Asparagales,Fabaceae,Indigofera,Pandorina morum,0.84,0.54,0.11,0.09,0.08,0.06
uniq148816,16,+,Streptophyta,NA,Asterales,Asteraceae,Solanum,NA,0.86,0.55,0.1,0.07,0.05,0.05
uniq147896,16,+,Streptophyta,NA,Solanales,Solanaceae,Capsicum,NA,1,1,1,1,0.99,0.81
uniq147194,16,+,Streptophyta,NA,Lamiales,Acanthaceae,Carlowrightia,Carlowrightia neesiana,1,0.98,0.98,0.94,0.59,0.28
uniq149154,16,+,Streptophyta,NA,Poales,Orchidaceae,Cornus,Cornus officinalis,0.89,0.41,0.11,0.09,0.08,0.08
uniq148722,16,+,Streptophyta,NA,Zingiberales,Chlorellaceae,Riccia,unknown Dictyosphaerium ,0.9,0.37,0.09,0.08,0.07,0.04
uniq148155,16,+,Streptophyta,NA,Asparagales,Orchidaceae,Pleione,NA,1,0.46,0.35,0.31,0.31,0.31
uniq148600,16,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta,1,0.62,0.43,0.37,0.37,0.37
uniq149597,16,+,Streptophyta,NA,Asterales,Asteraceae,Euphorbia,Adenophora jasionifolia,0.93,0.53,0.16,0.14,0.07,0.03
uniq149058,16,+,Streptophyta,NA,Asparagales,Asteraceae,Allium,Nymphaea violacea,0.92,0.59,0.19,0.13,0.07,0.03
uniq148791,16,+,Streptophyta,NA,Rosales,Moraceae,Ficus,NA,1,1,1,1,1,0.47
uniq149043,16,+,Streptophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,NA,0.54,0.41,0.33,0.33,0.32,0.22
uniq148144,16,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia perlignea,1,1,0.98,0.98,0.98,0.71
uniq148911,16,+,Streptophyta,NA,Sapindales,Sapindaceae,Thinouia,Thinouia restingae,1,1,1,1,1,0.89
uniq149096,16,+,Streptophyta,NA,Fabales,Fabaceae,Lonchocarpus,NA,1,0.99,0.99,0.99,0.97,0.68
uniq147621,16,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,NA,NA,1,0.99,0.99,0.99,0.89,0.89
uniq149570,16,+,Streptophyta,NA,Asparagales,Orchidaceae,Tulbaghia,NA,0.93,0.41,0.15,0.09,0.04,0.03
uniq149076,16,+,Streptophyta,NA,Charales,Characeae,Nitella,Pilotrichum procerum,0.86,0.4,0.08,0.08,0.08,0.04
uniq147453,16,+,Streptophyta,NA,Sapindales,Sapindaceae,Matayba,Matayba elaeagnoides,1,1,1,1,0.93,0.83
uniq149343,16,+,Streptophyta,NA,Asparagales,Lejeuneaceae,Lepidolejeunea,Habranthus andalgalensis,0.94,0.4,0.2,0.12,0.06,0.05
uniq148384,16,+,Streptophyta,NA,Malvales,Malvaceae,Ceiba,Ceiba schottii,1,1,1,1,0.99,0.75
uniq148672,16,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Echinopepon,Echinopepon paniculatus,1,1,1,1,0.96,0.96
uniq149098,16,+,Streptophyta,NA,Myrtales,Combretaceae,Combretum,NA,1,0.98,0.93,0.93,0.68,0.17
uniq149066,16,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita pepo,1,0.54,0.54,0.54,0.54,0.35
uniq148375,16,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,0.99,0.98,0.97,0.95,0.2
uniq148825,16,+,Streptophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,NA,0.67,0.3,0.23,0.23,0.21,0.13
uniq148179,16,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,1,1,1,0.65,0.36
uniq148074,16,+,Streptophyta,NA,Sapindales,Sapindaceae,Paullinia,Paullinia xestophylla,1,1,0.98,0.97,0.96,0.48
uniq148390,16,+,Streptophyta,NA,Lamiales,Bignoniaceae,Handroanthus,Tanaecium bilabiatum,1,0.97,0.92,0.64,0.13,0.1
uniq148502,16,+,Streptophyta,NA,Solanales,Convolvulaceae,Ipomoea,Ipomoea hederifolia,1,0.95,0.9,0.9,0.87,0.61
uniq149184,16,+,Streptophyta,NA,Bryopsidales,Caulerpaceae,Caulerpa,Caulerpa taxifolia,0.84,0.42,0.12,0.12,0.12,0.09
uniq148560,16,+,Streptophyta,NA,Solanales,Solanaceae,Capsicum,NA,1,0.99,0.99,0.99,0.98,0.73
uniq149021,16,+,Streptophyta,NA,Malpighiales,Passifloraceae,Liquidambar,Tinospora malabarica,1,0.8,0.19,0.07,0.05,0.04
uniq149119,16,+,Streptophyta,NA,Sapindales,Sapindaceae,Serjania,Serjania triquetra,1,1,0.98,0.98,0.89,0.55
uniq148286,16,+,Streptophyta,NA,Caryophyllales,Cactaceae,Pereskia,Pereskia aculeata,1,1,1,1,0.94,0.94
uniq149097,16,+,Streptophyta,NA,Malpighiales,Erythroxylaceae,Erythroxylum,Erythroxylum deciduum,0.99,0.81,0.33,0.31,0.31,0.22
uniq148006,16,+,Streptophyta,NA,Fagales,Fagaceae,Quercus,NA,1,1,1,1,0.95,0.58
uniq149529,16,+,Streptophyta,NA,Poales,Poaceae,Trebouxia,NA,0.88,0.33,0.09,0.09,0.06,0.05
uniq149640,16,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.99,0.37,0.1,0.09,0.07,0.07
uniq148183,16,+,Streptophyta,NA,Rosales,Rhamnaceae,Krugiodendron,Krugiodendron ferreum,1,1,0.99,0.99,0.98,0.98
uniq149653,16,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.94,0.43,0.11,0.11,0.1,0.07
uniq149587,16,+,Streptophyta,NA,Fabales,Fabaceae,Klebsormidium,unknown Klebsormidium ,0.93,0.45,0.08,0.08,0.07,0.04
uniq149462,16,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Nitella axilliformis,0.93,0.46,0.13,0.11,0.07,0.03
uniq148712,16,+,Streptophyta,NA,Solanales,Solanaceae,Capsicum,NA,1,1,0.99,0.99,0.91,0.61
uniq149870,16,+,Streptophyta,NA,Cornales,Cornaceae,Cornus,Cornus officinalis,0.96,0.49,0.17,0.16,0.16,0.16
uniq149179,16,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Acalypha,Acalypha rhomboidea,1,0.99,0.95,0.95,0.95,0.88
uniq149166,16,+,Streptophyta,NA,Fagales,Fagaceae,Quercus,NA,1,0.97,0.96,0.96,0.86,0.37
uniq149661,16,+,Streptophyta,NA,Asparagales,Salviniaceae,Azolla,Azolla filiculoides,0.96,0.5,0.13,0.09,0.09,0.04
uniq149787,16,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riedelia,unknown Riedelia ,0.97,0.34,0.16,0.16,0.08,0.08
uniq149885,16,+,Streptophyta,NA,Fabales,Fabaceae,Canavalia,NA,1,1,1,1,1,0.99
uniq149507,16,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Hebanthe,Hebanthe grandiflora,1,1,1,1,0.85,0.68
uniq149593,16,+,Streptophyta,NA,Myrtales,Myrtaceae,Syzygium,NA,1,1,1,1,0.94,0.42
uniq149625,16,+,Streptophyta,NA,Solanales,Convolvulaceae,Ipomoea,NA,1,0.53,0.52,0.52,0.52,0.49
uniq149770,16,+,Streptophyta,NA,Asparagales,Orchidaceae,Riccia,Riccia huebeneriana,0.97,0.39,0.18,0.18,0.08,0.07
uniq150118,16,+,Streptophyta,NA,Asterales,Asteraceae,Pimelea,Derris pubipetala,0.92,0.72,0.09,0.09,0.06,0.03
uniq149218,16,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea minutiflora,1,0.64,0.64,0.64,0.64,0.21
uniq151422,16,+,Streptophyta,NA,Asparagales,Orchidaceae,Masdevallia,Masdevallia saltatrix,0.92,0.39,0.2,0.16,0.04,0.03
uniq149213,16,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,NA,1,0.98,0.98,0.98,0.98,0.76
uniq149792,16,+,Streptophyta,NA,Malvales,Malvaceae,Bursera,Lamanonia ternata,1,0.95,0.33,0.33,0.07,0.05
uniq149806,16,+,Streptophyta,Liliopsida,Asparagales,Orchidaceae,Anacamptis,NA,1,1,1,1,1,1
uniq149868,16,+,Streptophyta,NA,Myrtales,Myrtaceae,Myrcia,NA,1,0.97,0.97,0.97,0.89,0.66
uniq150866,16,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.95,0.37,0.1,0.09,0.06,0.04
uniq150018,16,+,Streptophyta,NA,Myrtales,Combretaceae,Combretum,Combretum umbricola,1,1,0.99,0.99,0.93,0.46
uniq150417,16,+,Streptophyta,NA,Laurales,Lauraceae,Ocotea,NA,1,0.98,0.98,0.98,0.81,0.45
uniq150697,16,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla filiculoides,0.95,0.36,0.11,0.11,0.08,0.04
uniq150213,16,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Hebanthe,Hebanthe occidentalis,1,1,1,1,0.93,0.66
uniq151023,16,+,Streptophyta,NA,Porellales,Ricciaceae,Riccia,Isoetes orientalis,0.94,0.41,0.08,0.06,0.05,0.04
uniq149985,16,+,Streptophyta,NA,Fabales,Fabaceae,Cornus,Cornus officinalis,0.95,0.71,0.18,0.18,0.08,0.08
uniq149808,16,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba belizensis,1,1,0.98,0.94,0.93,0.52
uniq152325,16,+,Streptophyta,NA,Cornales,Cornaceae,Cornus,Cornus officinalis,0.88,0.59,0.14,0.14,0.14,0.14
uniq150286,16,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba pubescens,1,1,1,1,0.99,0.18
uniq150400,16,+,Streptophyta,NA,Fabales,Fabaceae,Pithecellobium,Pithecellobium dulce,1,1,1,1,0.72,0.39
uniq150608,16,+,Streptophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,NA,0.62,0.32,0.31,0.31,0.3,0.16
uniq149363,16,+,Streptophyta,NA,Lamiales,Lamiaceae,Callicarpa,Callicarpa peii,1,0.95,0.93,0.52,0.11,0.06
uniq152858,16,+,Streptophyta,NA,Asparagales,Orchidaceae,Azorella,Paphiopedilum fairrieanum,0.93,0.64,0.15,0.12,0.07,0.03
uniq150230,16,+,Streptophyta,NA,Rosales,Moraceae,Brosimum,Brosimum guianense,1,1,0.99,0.99,0.95,0.94
uniq149403,16,+,Streptophyta,NA,Malvales,Malvaceae,NA,NA,1,1,1,1,0.94,0.94
uniq149889,16,+,Streptophyta,NA,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana pandacaqui,1,0.9,0.85,0.81,0.47,0.19
uniq150297,16,+,Streptophyta,NA,Ericales,Primulaceae,Myrsine,Myrsine umbellata,1,1,0.98,0.98,0.88,0.67
uniq150480,16,+,Streptophyta,NA,Sapindales,Sapindaceae,Serjania,Serjania triquetra,1,0.99,0.97,0.97,0.92,0.47
uniq150921,16,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.95,0.32,0.13,0.13,0.11,0.06
uniq149899,16,+,Streptophyta,NA,Lamiales,Acanthaceae,Justicia,NA,1,0.98,0.98,0.98,0.68,0.21
uniq149524,16,+,Streptophyta,NA,Sapindales,Sapindaceae,Serjania,Serjania marginata,1,1,1,1,0.97,0.83
uniq150980,16,+,Streptophyta,NA,Fabales,Fabaceae,Pterocarpus,Pterocarpus rohrii,1,0.98,0.97,0.97,0.77,0.34
uniq150119,16,+,Streptophyta,NA,Fabales,Fabaceae,Apoplanesia,Apoplanesia paniculata,1,1,1,1,1,1
uniq150398,16,+,Streptophyta,NA,Fabales,Fabaceae,Piscidia,Piscidia piscipula,1,0.98,0.98,0.98,0.88,0.77
uniq149937,16,+,Streptophyta,NA,Malpighiales,Erythroxylaceae,Erythroxylum,Erythroxylum deciduum,1,0.91,0.72,0.72,0.72,0.48
uniq149932,16,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,NA,1,1,0.99,0.99,0.8,0.28
uniq151533,16,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.96,0.23,0.13,0.13,0.13,0.1
uniq150415,16,+,Streptophyta,NA,Cornales,Cornaceae,Cornus,Cornus officinalis,0.89,0.64,0.14,0.14,0.14,0.14
uniq150477,16,+,Streptophyta,NA,Proteales,Proteaceae,Roupala,Roupala montana,1,1,1,1,1,1
uniq150019,16,+,Streptophyta,NA,Gentianales,Rubiaceae,Hintonia,NA,1,1,1,1,1,0.92
uniq150819,16,+,Streptophyta,NA,Fabales,Fabaceae,Riccia,Hortonia floribunda,0.99,0.55,0.08,0.08,0.06,0.04
uniq151199,16,+,Streptophyta,NA,Myrtales,Combretaceae,Combretum,Quisqualis parviflora,1,0.98,0.94,0.94,0.6,0.16
uniq153613,15,+,Streptophyta,NA,Fabales,Fabaceae,Cornus,Cornus officinalis,0.87,0.54,0.15,0.15,0.09,0.09
uniq150068,16,+,Streptophyta,NA,Santalales,Schoepfiaceae,Schoepfia,Schoepfia schreberi,1,1,1,1,1,0.99
uniq150510,16,+,Streptophyta,NA,Fagales,Fagaceae,Lithocarpus,NA,1,0.91,0.23,0.21,0.13,0.06
uniq151843,16,+,Streptophyta,NA,Asparagales,Orchidaceae,Azolla,unknown Riedelia ,0.95,0.33,0.14,0.13,0.1,0.07
uniq150055,16,+,Streptophyta,NA,Lamiales,Acanthaceae,Anisacanthus,Anisacanthus puberulus,1,1,1,1,0.49,0.39
uniq151974,16,+,Streptophyta,NA,Poales,Lejeuneaceae,Riedelia,unknown Riedelia ,0.97,0.31,0.13,0.08,0.04,0.04
uniq150693,16,+,Streptophyta,NA,Caryophyllales,Caryophyllaceae,Silene,Iresine diffusa,1,0.92,0.77,0.38,0.31,0.13
uniq150486,16,+,Streptophyta,NA,Sapindales,Burseraceae,Bursera,Bursera laurihuertae,1,1,1,1,1,0.45
uniq151207,16,+,Streptophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,NA,1,1,0.99,0.99,0.58,0.58
uniq149922,16,+,Streptophyta,NA,Solanales,Convolvulaceae,Ipomoea,NA,1,0.72,0.72,0.72,0.72,0.72
uniq153575,15,+,Streptophyta,NA,Porellales,Lejeuneaceae,Diplasiolejeunea,NA,0.96,0.61,0.14,0.14,0.05,0.03
uniq149803,16,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,1,1,1,0.51
uniq151981,16,+,Streptophyta,NA,Fabales,Fabaceae,Leucaena,NA,1,1,1,1,1,0.81
uniq152120,16,+,Streptophyta,NA,Saxifragales,Altingiaceae,Liquidambar,NA,1,1,1,1,0.99,0.56
uniq152551,16,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Bambusa intermedia,0.96,0.34,0.24,0.23,0.08,0.02
uniq151239,16,+,Streptophyta,NA,Fabales,Fabaceae,Chamaecrista,NA,1,0.71,0.5,0.5,0.23,0.22
uniq152436,16,+,Streptophyta,NA,Fabales,Fabaceae,Nitella,NA,0.93,0.41,0.12,0.09,0.04,0.02
uniq152309,16,+,Streptophyta,NA,Malpighiales,Phyllanthaceae,NA,NA,1,0.94,0.76,0.61,0.53,0.53
uniq153420,15,+,Streptophyta,NA,Malpighiales,Erythroxylaceae,Erythroxylum,Erythroxylum deciduum,1,0.95,0.86,0.86,0.86,0.59
uniq153436,15,+,Streptophyta,NA,Poales,Fabaceae,Azolla,Azolla caroliniana,0.96,0.43,0.11,0.08,0.07,0.06
uniq150492,16,+,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Marsdenia,Marsdenia zimapanica,1,0.88,0.88,0.88,0.88,0.52
uniq150887,16,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,NA,1,0.87,0.8,0.8,0.43,0.12
uniq152850,16,+,Streptophyta,NA,Fabales,Fabaceae,Harpalyce,NA,1,1,1,1,0.95,0.95
uniq153086,16,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Dalechampia,Dalechampia magnistipulata,1,1,1,1,1,0.48
uniq152055,16,+,Streptophyta,NA,Brassicales,Brassicaceae,Brassica,NA,1,0.93,0.93,0.93,0.92,0.64
uniq153423,15,+,Streptophyta,NA,Malvales,Malvaceae,Ceiba,Ceiba schottii,1,1,0.97,0.97,0.97,0.64
uniq152489,16,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba belizensis,1,1,0.99,0.98,0.96,0.66
uniq153425,15,+,Streptophyta,Liliopsida,Asparagales,Lejeuneaceae,Bryopteris,Bryopteris filicina,0.99,0.35,0.21,0.12,0.04,0.04
uniq153480,15,+,Streptophyta,NA,Chloranthales,Chloranthaceae,Hedyosmum,Hedyosmum lechleri,1,1,1,1,1,0.4
uniq151581,16,+,Streptophyta,NA,Fabales,Fabaceae,Dahlstedtia,Dahlstedtia muehlbergiana,1,1,1,1,1,1
uniq150650,16,+,Streptophyta,NA,Lamiales,Lamiaceae,Vitex,Callicarpa peii,1,0.97,0.93,0.59,0.14,0.08
uniq153374,15,+,Streptophyta,NA,Asterales,Asteraceae,Dasyphyllum,unknown Dasyphyllum ,1,1,1,1,0.99,0.71
uniq152414,16,+,Streptophyta,NA,Fabales,Fabaceae,Senegalia,NA,1,1,1,1,1,0.8
uniq151632,16,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,1,0.95,0.95,0.67,0.27
uniq153770,15,+,Streptophyta,NA,Porellales,Lejeuneaceae,Rehderodendron,Rehderodendron microcarpum,0.96,0.52,0.1,0.09,0.05,0.05
uniq153686,15,+,Streptophyta,Liliopsida,Asparagales,Asparagaceae,Schlotheimia,Schlotheimia appressifolia,0.95,0.34,0.26,0.12,0.04,0.04
uniq152003,16,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum tuberosum,1,1,1,1,1,0.34
uniq153320,16,+,Streptophyta,NA,Ericales,Primulaceae,Myrsine,Myrsine umbellata,1,0.97,0.97,0.97,0.85,0.66
uniq153405,15,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba pubescens,1,1,1,1,1,0.27
uniq153162,16,+,Streptophyta,NA,Asterales,Asteraceae,Tehuana,Tehuana calzadae,1,1,1,1,1,1
uniq151564,16,+,Streptophyta,NA,Rosales,Rosaceae,Prunus,unknown Prunus ,1,1,1,1,1,0.5
uniq153729,15,+,Streptophyta,NA,Asparagales,Orchidaceae,Begonia,Lepanthes nautilus,0.85,0.44,0.12,0.1,0.07,0.06
uniq153100,16,+,Streptophyta,NA,Fabales,Fabaceae,Cenostigma,Cenostigma eriostachys,1,0.99,0.98,0.98,0.98,0.75
uniq153535,15,+,Streptophyta,NA,Solanales,Solanaceae,Capsicum,NA,1,1,1,1,0.99,0.74
uniq151964,16,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Momordica,Momordica charantia,1,1,1,1,1,0.99
uniq153579,15,+,Streptophyta,NA,Asterales,Asteraceae,Iostephane,Iostephane madrensis,1,1,0.99,0.99,0.55,0.48
uniq152559,16,+,Streptophyta,NA,Sapindales,Sapindaceae,Serjania,Serjania yucatanensis,1,1,1,1,0.67,0.64
uniq153412,15,+,Streptophyta,NA,Sapindales,Sapindaceae,Thouinia,Thouinia paucidentata,1,1,1,1,1,0.85
